text,OTP_GT
618791 Mitra verification code. Please share anyone. jOvA6R6oOI,618791
"Hi, your verification PIN is 47803.",47803
"Rs.500 MynCash is waiting for you, Mani
Also, get Flat Rs.400 Off + Free Shipping @ Myntra Birthday Sale
Shop your faves now!
http://smsd.in/bxMZj5Hde",nan
"Out for Pickup: ORENICS 33000 mAh Powe... with tracking ID FMPR0276536979 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 09174003000, PIN 174). Keep the product ready with all accessories and tags for verification.",nan
otp for online purchase of Rs. 150.00 at TNPSCOTHDRCARD thru State Bank Debit Card 5242*****19 is 724502. Do not share this with anyone.,724502
409937 is your verification number for access.,409937
RDK OTP code 405909 RDK,405909
"Hi, your verification PIN is 647002.",647002
Your Google verification code is G-867445.,867445
442272 is the otp to login to your Zomato account. DO NOT disclose it to anyone. p+QasI7DluU,442272
Authentication code: 671872. Keep it safe.,671872
Hi 931531 OTP One Time Password open Kotak 811 account. security reasons share OTP anyone. Kotak Bank,931531
"To confirm your mobile number, use OTP 461578.",461578
Enter 142-359 to confirm your WhatsApp registration.,142359
558203 Facebook password reset code,558203
STPLODYour verification code 324104,324104
"Hi, your verification PIN is 55714.",55714
Please enter 961633 to complete your authentication.,961633
2882 is the otp to login to your Paisabazaar account. Please Enter the otp to verify your mobile number.,2882
"Hi, 1445 is your otp to deactivate your account on slice. Visit https://help.sliceit.com in case of any issues. This otp will be valid only for next 299 seconds.  Cq2RgfYZtBP -slice",1445
"otp for Aadhaar (XX1120) is 895828 (valid for 10 mins). To Locate Nearest Aadhaar Kendra for Enrolment/Update,visit uidai.gov.in or call 1947",895828
Google OTP: G-467313. Do not share it with anyone.,467313
388181 Google verification code.,388181
<#> 213558 is the otp for Rapido app verification. //vZSzVMXYs - Rapido,213558
3334 OTP APNATIME job portal. 9eJcXmKs6I6,3334
Use 373212 to verify your transaction on Flipkart.,373212
794237 is the code to authorize your transaction.,794237
5173 otp register Bueno Finance FqkyGjSI43O,5173
Dear customer OTP login 993140 share anyone. Bajaj Finserv employee call ask OTP. 993140,993140
Authentication code: 210505. Keep it safe.,210505
Hi. Your item from Dunzo is on it's way to delivery. Please share the OTP 6114 with the dunzo delivery partner to receive your order.,6114
The Secret otp for Online Purchase is 622123 on card ending 6211. Valid till 15. Do not share otp for security reason - Bank of Baroda,622123
Google OTP: G-561555. Do not share it with anyone.,561555
Please enter 251725 to complete your authentication.,251725
Dear User OTP : 564811 DONT SHARE ANYONE. NEVER CALL VERIFY OTP,564811
Your otp is 932063 for Voter Portal. Please enter the otp to proceed. Do not share this otp,932063
359521 is the code to authorize your transaction.,359521
Your one-time passcode (OTP) for Google is G-822223.,822223
63019 - confirmation code for secure access.,63019
01449 one time password proceed PhonePe. valid 10 minutes. share OTP anyone.,01449
581209 Zomato verification code. Enjoy :- tzq5yFMlr4q,581209
307616 is your verification number for access.,307616
Please enter 395609 to complete your authentication.,395609
Your OTP is 409346. Do not share it with anyone.,409346
812032 is your verification number for access.,812032
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-04-30 08.24.57. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,nan
Security code Slot Booking/Cancellation Application: 149461,149461
Use 380459 as your OTP to login. Rapido!.,380459
Authentication code: 899348. Keep it safe.,899348
Your OTP is 244904. Do not share it with anyone.,244904
Authentication code: 543827. Keep it safe.,543827
Dear User Verification code 0826. Please share OTP anyone. - VPTSLT,0826
579381 is the code to authorize your transaction.,579381
634723 OTP allow HDBFS check Email Bureau Mobile network operator WhatsApp communication alternates process application.,634723
Please enter 298809 to complete your authentication.,298809
998395 Zomato verification code. Enjoy!,998395
code 1043,1043
Bank alert: Use 965-581 to authorize your transaction.,965581
Dear User OTP : 798870 DONT SHARE ANYONE. NEVER CALL VERIFY OTP,798870
300817 is the code to authorize your transaction.,300817
share OTP anyone. OTP linking Paytm account MyFab11 515306 Report,515306
Dear SMS verification code is:7750 INY,7750
167457 - confirmation code for secure access.,167457
"Hi, your verification PIN is 418267.",418267
398366 verification code ZebPay Crypto Exchange.,398366
"Dear Customer, thank you for shopping at Croma. Please click below to rate your shopping experience & help us serve you better https://ltms.in/SkV3Ek7b1F?n",nan
283329 is the code to authorize your transaction.,283329
194175 OTP UMANG registration valid 30 minutes. Please share OTP anyone. Generated 24/Jan/2022 10:30 IST IST yfIu9P63dty,194175
"Ekart Update: We tried reaching you for shipment FMPC1866490875. Please call delivery executive today on 04461710005, pin 210.",nan
515646 is your verification number for access.,515646
Use 907265 as your OTP to login. Rapido!.,907265
"Dear customer, your OTP is 975522. Do not share this with anyone. - Axis Bank",975522
"Dear Customer, you recently tried shopping on Croma.com Take a short survey & tell us how we can enhance experience in future. https://ltms.in/BkliM50dg5?n.",nan
"Dear customer, your OTP is 533001. Do not share this with anyone. - Axis Bank",533001
468759 is your One Time Password (otp) and is valid for 10 minutes. Generated at 25/12/2021 04:28 PM.Finserv MARKETS@www.bajajfinservmarkets.in #468759,468759
Authentication code: 34653. Keep it safe.,34653
Arriving early: Aqualite Girls PPL00499J Be... delivered AmzAgent914067824444 PIN 9565. Pay Rs.248 Cash/Card. Track:,9565
4442 is your Navi OTP. It is valid for 10 minutes. Do not share the OTP with anyone.,4442
"Your mobile OTP for SSC Registration is 7451.

 Treat this as confidential. Do not share the OTP with anyone for security reasons.

Regards,
SSC Team",7451
PayPal: Confirm your login with code: 669839. Do not share this with anyone.,669839
Enter 349588 OTP to verify your account,349588
Use G-933064 as your verification code for Google.,933064
Your OTP is 292945. Do not share it with anyone.,292945
609083 Mitra verification code. Please share anyone. jOvA6R6oOI,609083
Your OTP is 36695. Do not share it with anyone.,36695
otp for Aadhaar (XX6281) is 930521 (valid for 10 mins). You can view your Aadhaar Authentication history.For more details visit uidai.gov.in,930521
Your one-time password (OTP) is 563484. Valid for 10 minutes.,563484
Amazon: Use this OTP to verify: 938526. Do not share this with anyone.,938526
Enter 184201 OTP to verify your account,184201
Your one-time password (OTP) is 687315. Valid for 10 minutes.,687315
"Mani, your Rs.500 MynCash Will Expire @ Midnight!
Combine it with Flat Rs.500 Off @ End Of Reason Sale
Shop with Free Shipping
http://smsd.in/buhHtpvP2",nan
"Dear customer, your OTP is 564187. Do not share this with anyone. - SBI",564187
Vi AlertYour Unlimited Pack EXPIRING TODAY Recharge /ViRC20 1699:4GB/DUL84D 2599:1.5GB/DUL84D5GB28D 3801:UL3GB/Day48GB84D,nan
code 506393,506393
Your one-time password (OTP) is 522786. Valid for 10 minutes.,522786
Enter 650641 OTP to verify your account,650641
119423 is the code to authorize your transaction.,119423
Enter 753485 OTP to verify your account,753485
"Confirmed: Thank you for shopping on Myntra. We're prepping your order with 1 Campus Flip Flops. In these tough times, our team is working hard while ensuring highest safety standards, deliveries may take longer than usual. To ensure minimum-contact delivery, you can Pay Now. Click http://mntr.se/se9066753pq to pay. You may also pay using UPI or Card at your doorstep. We'd love to hear about your experience: http://mntr.se/prNWwrhYkgHgxz/. Stay Home, Stay Safe. - Team Myntra.",nan
Authentication code: 870659. Keep it safe.,870659
Dear Aditya Jindal received application health insurance. providing OTP 127756 advisor confirming application form filled per instructions information provided application form correct best knowledge.- Team MaxBupa Dear Aditya Jindal Thank choosing Max Bupa preferred health insurance partner wish good health. insurance application number 821100964832 processed awaiting payment/approval. premium paid Rs. 14056.00. request use link payment/approval secure faster payment/approval. link active 48 hours.- Team MaxBupa Dear Aditya Jindal received application health insurance. providing OTP 343016 advisor confirming application form filled per instructions information provided application form correct best knowledge.- Team MaxBupa,127756
Dear User Verification code 3081. Please share OTP anyone. - VPTSLT,3081
"Dear User, Your OTP is :  219718  DONT SHARE IT WITH ANYONE. WE NEVER CALL TO VERIFY YOUR OTP",219718
"Dear Customer your otp for KBL Bank cardless withdrawal for the amount of 100 is 564460. Plz dont share it with anyone, fraudster may call you to get this number. -Karnataka Bank",564460
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 25000000 2.5CR Entry Fees - Win -,nan
Security notice: 476-113 is your code for access.,476113
988572 is your Flipkart code and is valid for 10 minutes. Do not share the otp with anyone. @www.flipkart.com #988572,988572
<#> 1761 is your otp to register with Bueno FinanceFqkyGjSI43O,1761
"<#> 055998 is OTP for UMANG, valid for 30 minutes. Please do not share OTP with anyone. (Generated at 03/Jan/2022 12:00 IST IST) yfIu9P63dty",055998
191706 is the code to authorize your transaction.,191706
Dear customer OTP login 800629 share anyone. Bajaj Finserv employee call ask OTP. 800629,800629
999288 OTP Rapido app verification. //vZSzVMXYs - Rapido,999288
Use 503550 as your OTP to login. Rapido!.,503550
"Hi, your verification PIN is 613554.",613554
179712 is the otp for your Dream11 account. NEVER SHARE YOUR otp WITH ANYONE. Dream11 will never call or message to ask for the otp.,179712
779939 Mitra verification code. Please share anyone. jOvA6R6oOI,779939
Use 552640 as your OTP to login. Rapido!.,552640
947324 - confirmation code for secure access.,947324
769367 - confirmation code for secure access.,769367
806947 is your verification number for access.,806947
571496 Zomato verification code. Enjoy :- tzq5yFMlr4q,571496
475001 is your verification number for access.,475001
3129 Disney Hotstar verification code. Enjoy watching /wAX/OsgZgE,3129
Your OTP is 583789. Do not share it with anyone.,583789
La Pino'z Pizza has received your swiggy order. http://swig.gy/112456235822,nan
103508 is your Amazon OTP. Do not share it with anyone.,103508
Your RDK otp code is 150870 RDK,150870
DO NOT SHARE: Your Google Pay otp is 046948. Message ID: f6f01vO3FNp,046948
995930 is your OTP. Do not share. Card 4254 txn Rs.5340.54 at Razorpay.,995930
101174 is the code to authorize your transaction.,101174
69114 is your verification number for access.,69114
620887 is the code to authorize your transaction.,620887
Authentication code: 264470. Keep it safe.,264470
Enter 75299 OTP to verify your account,75299
692207 is your OTP for login. Do not share it with anyone.,692207
"Alert! Incoming Calls,SMS(incl. otp) on Vi no. 7375927228 will STOP SOON. Recharge with Unlimited/Combo pack vi.app.link/121 / *121# . Ignore if done",nan
Your one-time passcode (OTP) for Google is G-538069.,538069
Arriving Today: Srinu order partner 914071153148 PIN 7115. Track opt contactless //track/1E630401F76857C3224A30DF48623219/Fwd/ .Please share delivery code 4662 delivery partner confirmation status. - Shadowfax,4662
932652 Zomato verification code. Enjoy :- tzq5yFMlr4q,932652
511652 Zomato verification code. Enjoy :- tzq5yFMlr4q,511652
Use 17701 as your OTP to login. Rapido!.,17701
- Paytm never calls for otp. Do not share it with anyone. Login otp: 958339. Not You? Report https://ap.p-y.tm/OebtWF -,958339
55982 is the code to authorize your transaction.,55982
One Time Password (otp) is generated for your transaction and is valid for 5 mins. Do not share the otp to anyone. The otp is 98708929 - KVB,98708929
Jio Delivery Code 321208. Please share representative receiving SIM delivery doorstep activation. SHARE CALL doorstep activation provided. Jio ask password OTP codes call. Jio Express request serviced Naveen Kumar Yadav p Mob-6303803161. Kindly provide valid POI/POA Jio Representative KYC. present address KYC activation process.,321208
378682 Flipkart code valid 10 minutes. share OTP anyone. 378658,378682
"Hi, your verification PIN is 109711.",109711
271587 - confirmation code for secure access.,271587
870869 OTP access DigiLocker. OTP confidential valid 10 minutes. security reasons share OTP anyone.,870869
Paytm never calls for otp. Do not share it with anyone. otp is 628233.,628233
Use otp 716795 to login to your Swiggy Account. Swiggy doesn't ask for otp or Contact number to be shared with anyone including Swiggy Personnel.,716795
"Out for Delivery: Aroma NB119C Carter - ... with tracking ID FMPC1829320712 from flipkart.com, will be delivered today by an EKART Wish Master (call 09174003000, PIN 161). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/0Uyz_INNNN .",nan
615724 is your Amazon otp. Do not share it with anyone.,615724
Your Ola OTP is 268518 for ride verification.,268518
Please enter 286166 to complete your authentication.,286166
SBI: Enter this verification code: 619996. Do not share this with anyone.,619996
Bank alert: Use 890-946 to authorize your transaction.,890946
OTP login Fiewin platform 450969,450969
OTP : 633758 for verification. Welcome to A23. This is usable only once and will expire in 15 minutes. Please do not share OTP 3d0aH5sFDny -A23,633758
Your OTP is 274094. Do not share it with anyone.,274094
Use 438669 to verify your transaction on Flipkart.,438669
683701 verification code log Flipkart account. share code anyone including Flipkart delivery agents. Df9YrqIZHWd,683701
Your OTP is 512015. Do not share it with anyone.,512015
Your ICICI Bank OTP is 897250. Do not share it with anyone.,897250
800550 is your verification number for access.,800550
"431661 is your otp to verify your mobile for CSC services, valid only for 30 mins. Maandhan. Team CSC",431661
One Time Password (otp) is generated for your transaction and is valid for 5 mins. Do not share the otp to anyone. The otp is 61218680 - KVB,61218680
Card 2206. Your OTP is 1337.,1337
Your OTP is 185533. Do not share it with anyone.,185533
Delhivery: verification code is: 112938,112938
Your Customer ID has been enabled for NetBanking.  You can login with your Customer ID and IPIN (password) and conduct wide range of transactions conveniently.,nan
808339 Zomato verification code. Enjoy!,808339
530057 is your verification number for access.,530057
"Hi, your verification PIN is 334507.",334507
Your OTP is 845565. Do not share it with anyone.,845565
WhatsApp authentication: Use 237-664 to proceed.,237664
Dear Vision11 User Mobile Verify OTP is: 564117. Never share anyone. Thank Choosing Vision11. ze0rf3n0w5K,564117
904662 is your verification number for access.,904662
Use 166649 as your OTP to login. Rapido!.,166649
<#> Sony LIV otp is 7850. Use this to verify your mobile. - SonyLIV PGocbsuCPY4,7850
Your one-time password (OTP) is 549600. Valid for 10 minutes.,549600
Your one-time password (OTP) is 141386. Valid for 10 minutes.,141386
433458 is your verification number for access.,433458
Please enter 107225 to complete your authentication.,107225
Your one-time password (OTP) is 523584. Valid for 10 minutes.,523584
Your one-time password (OTP) is 175467. Valid for 10 minutes.,175467
otp is 810382 and is valid for 10 minutes. You can generate 16 Digit Virtual ID for Aadhaar Authentication.More details at uidai.gov.in,810382
697500 - confirmation code for secure access.,697500
Enter 217612 OTP to verify your account,217612
OTP Alert Bajaj Finance Ltd. employee call ask OTP. Secret login OTP 250468. share anyone. 496547,250468
OTP Online Txn INR 352.82 PAYTM Indian Bank Debit card ending 4988 167865. Valid 3min. Dt 07-04-2022 11:47:06. Disclose.,167865
Please enter 320491 to complete your authentication.,320491
"Out for Delivery:Aroma NB119B Badshah -... with tracking ID FMPC1749919207, will be delivered today by an EKART Service Partner (call 04440114101, PIN 313). Please pay Rs.539.0 by cash..",nan
Use 748929 One Time Password login Swiggy Account pgLJ0BdTNB3,748929
810718 is otp for eCom txn of INR 262.00 at Swiggy with your KVB Debit Card ending 5661. otp is valid for 7 mins. Please do not share with anyone. -KVB,810718
Your one-time password (OTP) is 522335. It is valid for 10 minutes.,522335
692207 is your OTP for login. Do not share it with anyone.,692207
742635 is the code to authorize your transaction.,742635
Your one-time password (OTP) is 221290. Valid for 10 minutes.,221290
817332 - confirmation code for secure access.,817332
code 7693,7693
820816 Mitra verification code. Please don't share.,820816
Use OTP 220988 login account Flash. Message ID: 8G9OmZpYn7N,220988
<#> Welcome to Dunzo. Your PIN is 127761 1IofsJLvRkq,127761
<#> Use OTP 877922 to login to your account on Flash. Message ID: 8G9OmZpYn7N,877922
Your OTP is 768543. Do not share it with anyone.,768543
"To reset your credentials, enter 739-742.",739742
Your OTP is 453931. Do not share it with anyone.,453931
Enter 185267 OTP to verify your account,185267
Use 527474 as your OTP to login. Rapido!.,527474
"<#> otp is: 572083, for accessing your CIBIL Score and Report. Please enter this on the request screen. CYVTfzfYuFo",572083
Your one-time password (OTP) is 755048. Valid for 10 minutes.,755048
322102 OTP HDB OnTheGo activation.Do share OTP security reasons - HDB FINANCIAL SERVICES LIMITED,322102
Authentication code: 596551. Keep it safe.,596551
Authentication code: 833929. Keep it safe.,833929
<#> otp: 9039 To Verify Your Contact on WorkIndiaeJWpDEEprSx,9039
749851 is the code to authorize your transaction.,749851
<#> 675225 is your OTP for creating Ajio account. This can be used just once and is valid for 10 mins. iIRPCDc2lIh,675225
229860 is the code to authorize your transaction.,229860
363445 verification code log Flipkart account. share code anyone including Flipkart delivery agents. Df9YrqIZHWd,363445
832776 OTP login Zomato account. disclose anyone. AlOe4TVDpqm,832776
577567 ur OTP setting MPIN ur a/c. Valid 10 mins. DONT SHARE anyone.,577567
Shadowfax OTP login 363450 6gW4yAjEoWG,363450
"Out for Delivery: NU88+PRO Smartwatch - ... with tracking ID DELC0000418559 from SHIPDELIGHT, will be delivered today by an EKART Wish Master (call 04440114101, PIN 139). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/WDKTT1NNNN .",nan
"otp for Aadhaar (XX3928) is 700425 (valid for 10 mins). To enhance security,Lock/Unlock your biometrics using mAadhaar/SMS Service/Visit uidai.gov.in",700425
OTP Online Transactions Indian Bank Debit Card 4988 FQN-689306.This valid next 5 min.Dt 07-04-22 11.57,689306
Entering UPI PIN on UPI PIN page will lead to money getting deducted from your bank account. You will never have to enter UPI PIN for receiving money. NPCI,nan
489539 is your OTP for transaction of INR 3499.00 at WWW MI COM on card ending 4013 and valid till 5 mins. Do not share OTP for security reasons- slice,489539
otp for Aadhaar (XX1120) is 937273 (valid for 10 mins). Lock/Unlock your biometrics by sending SMS to 1947.For more details visit uidai.gov.in,937273
799134 is your verification number for access.,799134
"Entering your UPI PIN is deemed as payment authorization by you to debit your bank a/c. Hence, enter your PIN only on the UPI PIN page of Bajaj Finserv MARKETS app. Please don't share your PIN, CVV & OTP's with anyone. Finserv MARKETS",nan
571760 otp register Bueno Finance FqkyGjSI43O,571760
862957 - confirmation code for secure access.,862957
[#] otp for login to ConfirmTkt app is 421506. Fr+XpBIfkM8,421506
Please enter 433046 to complete your authentication.,433046
Your OTP is 850717. Do not share it with anyone.,850717
Hi Please save Internet settings sent enjoy Vi High Speed GIGAnet. code 135166. Click /ViApp21 Data offers,135166
382242 - confirmation code for secure access.,382242
Please enter 619990 to complete your authentication.,619990
898904 is the code to authorize your transaction.,898904
Your Amazon verification code is 451371. Enter it within 3 minutes.,451371
"Dear Customer, never ever share your Card number, expiry date, CVV, PIN, OTP, password with any one. This can be misused. Bank never asks for such details.",nan
Dear Customer OTP change SBI Internet Banking Login Password 847748. share anyone. -SBI,847748
641405 is the code to authorize your transaction.,641405
Enter 878135 OTP to verify your account,878135
740916 is your verification number for access.,740916
Your OTP is 677096. Do not share it with anyone.,677096
517377 is the code to authorize your transaction.,517377
<#> 980845 is your One Time Password (otp) to verify your Mobile Number for Paytm Money. Valid till 12/01/2022 12:35:22 ID: nySgEXtNISN,980845
Tata Sky is now Tata Play!!Your otp for Tata Play Mobile App is 516380. The otp is valid for the next 3 minutes.,516380
Dear Customer Please enter OTP 301476 consent 1 mobile number verification fetching CIBIL score loan enquiry KMBL. 2 use Aadhaar details authenticate UIDAI. use mobile number sending SMS alerts you. Regards Kotak Bank.,301476
"Dear Applicant, 298964 is your otp to log into icicicareers.com . otps are SECRET. DO NOT disclose it to anyone. ICICI Bank NEVER asks for otp.",298964
65786 is your one time password to proceed on PhonePe. It is valid for 10 minutes. Do not share your OTP with anyone. XC1xEZ+TDtj,65786
Your OTP is 56708. Do not share it with anyone.,56708
Enter 364-452 to verify your identity.,364452
168536 one time password process Canara Bank Mobile Banking.It valid 15 minutes.Do share OTP anyone. - Canara Bank,168536
51486 is the code to authorize your transaction.,51486
146362 Mitra verification code. Please share anyone. jOvA6R6oOI,146362
Use 232287 as your OTP to login. Rapido!.,232287
CAUTION! Do not share this message. Your One Time PIN for Debit Card ending 4737 is Nine Seven Eight Seven. Set your new PIN within 24 hrs through Banking -- PIN Change option at any SBI ATM. Download YONO @ www.yonosbi.com.-SBI,nan
Use 722347 as your OTP to login. Rapido!.,722347
Your one-time password (OTP) is 12991. Valid for 10 minutes.,12991
Tata Sky is now Tata Play!!Your otp for Tata Play Mobile App is 808041. The otp is valid for the next 3 minutes.,808041
Your Amazon verification code is 375399. Enter it within 3 minutes.,375399
193913 is the code to authorize your transaction.,193913
684488 OTP setting MPIN ur a/c. Valid 10 mins. DONT SHARE anyone. - SBI,684488
52295 is your verification number for access.,52295
OTP Online Txn INR 395.30 PAYTM Indian Bank Debit card ending 4988 148426. Valid 3min. Dt 07-04-2022 12:00:41. Disclose.,148426
479253 Mitra verification code. Please share anyone. jOvA6R6oOI,479253
Enter 879012 OTP to verify your account,879012
Use 524147 as your OTP to login. Rapido!.,524147
"Hi, your verification PIN is 531519.",531519
508348 - confirmation code for secure access.,508348
Your one-time password (OTP) is 337768. Valid for 10 minutes.,337768
Enter 343707 OTP to verify your account,343707
SBI: Your security code is: 445157. Do not share this with anyone.,445157
"Hi, your verification PIN is 305691.",305691
"Dear customer, your OTP is 758131. Do not share this with anyone. - HDFC Bank",758131
Authentication code: 532316. Keep it safe.,532316
9137 is your otp for phone verification (CLD),9137
otp for Online Txn INR 352.82 at PAYTM on Indian Bank Debit card ending 4988 is 629806. Valid for 3min. Dt 07-04-2022 11:47:06. Do Not Disclose.,629806
"Hi, your verification PIN is 687594.",687594
YCMOU: Dear Applicant User Name is: D20EJ0514480 OTP mobile verification is: 359730. Kindly complete application.,359730
487501 is the code to authorize your transaction.,487501
verification OTP 720991 -ZOMATO,720991
Your OTP is 877686. Do not share it with anyone.,877686
677234 - confirmation code for secure access.,677234
Use 111439 verification code Myntra. otp expires within 10 mins. 0pSLY7DMr7s - Team Myntra,111439
Authentication code: 797788. Keep it safe.,797788
"Dear Customer your otp for KBL Bank cardless withdrawal for the amount of 100 is 780642. Plz dont share it with anyone, fraudster may call you to get this number. -Karnataka Bank",780642
"Hi, your verification PIN is 845654.",845654
426762 is the otp for your Airtel Payments Bank verification. Please Do not share your otp with anyone.,426762
magicpin code login is: 223051 syMjfyd5RE,223051
Use 226532 to verify your WhatsApp account.,226532
otp:Your verification is 7788.,7788
Your Uber verification code is 690513. Never share it.,690513
Your OTP is 174575. Use this to verify your mobile number on Zepto. Valid for 5 minutes. BsISnWdUg0y,174575
<#>  Your otp for KISSHT Login: 774270 ppOElbUOwxz,774270
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 652656,652656
752470 - confirmation code for secure access.,752470
Use 806625 as your OTP to login. Rapido!.,806625
Use 692442 as your OTP to login. Rapido!.,692442
"Dear Customer, you recently tried shopping on Croma.com Take a short survey & tell us how we can enhance experience in future. https://ltms.in/BkliM50dg5?n.",nan
159161 is your Flipkart code and is valid for 10 minutes. Do not share the otp with anyone. @www.flipkart.com #159161,159161
Authentication code: 612344. Keep it safe.,612344
Your OTP is 59840. Do not share it with anyone.,59840
Your one-time passcode (OTP) for Google is G-822223.,822223
Please enter 450793 to complete your authentication.,450793
<#> Your OTP is:771091 at 11:52:56 PM on 26-12-2021 for Nominee Modification. DO NOT SHARE THE OTP WITH ANYONE. BANK NEVER CALLS TO VERIFY OTP -Karnataka Bank ologVzY+Y5V,771091
OTP is:443190 12:00:22 26-12-2021 Recurring Deposit Opening. SHARE OTP ANYONE. BANK NEVER CALLS VERIFY OTP -Karnataka Bank ologVzYY5V,443190
Use 966123 as your OTP to login. Rapido!.,966123
"Hi, your verification PIN is 577363.",577363
<#>Paytm never calls for otp. Do not share it with anyone. Paytm For Business Login otp: 632252. Not You? Report https://ap.p-y.tm/Em3McF ID: cIWSokveyWr,632252
code 2558,2558
240218 is the otp for your Dream11 account. NEVER SHARE YOUR otp WITH ANYONE. Dream11 will never call or message to ask for the otp.,240218
Dear user verification code 365889 .. Regards STUDIO21 TECHNOLOGIES PVT LTD,365889
484757 is your verification number for access.,484757
369191 is the code to authorize your transaction.,369191
Dear Paras successfully vaccinated 2nd Dose COVAXIN 10-02-2022 12:53 PM. may download vaccination Certificate - - CoWIN,nan
Your OTP is 588923. Do not share it with anyone.,588923
853404 is your otp (One Time Password) to unlock your SBI Securities trading account.,853404
616377 is the code to authorize your transaction.,616377
777677 is the code to authorize your transaction.,777677
869886 Zomato verification code. Enjoy :- tzq5yFMlr4q,869886
Please enter 656900 to complete your authentication.,656900
Authentication code: 24823. Keep it safe.,24823
665874 is your OTP for setting MPIN to ur a/c. Valid for 10 mins. DON'T SHARE with anyone. - SBI,665874
"388259 is your OTP for signing loan application with [Handy Loan], OTP valid for 30 mins only.",388259
SHARE: Google Pay OTP 855219. Message ID: f6f01vO3FNp,855219
694141 one time password proceed PhonePe. valid 10 minutes. share OTP anyone. mye1HyUG8DA,694141
Hi proceed request enjoy Airtel Black benefits please share 532177 confirmation code Airtel representative. TC,532177
9662 is your otp to login to the awesome world of Doubtnut. Tp3vko4fb/t,9662
<#> Your magicpin code for login is: 521795 syMjfyd5RE+,521795
G-300926 Google verification code.,300926
"Hi, your verification PIN is 602804.",602804
EPF India SMS  One Time Password: 159241  otp-ID: 777169,159241
Authentication code: 805711. Keep it safe.,805711
Use G-985452 as your verification code for Google.,985452
Your OTP is 681418. at RUPYZIt. Total bal:Rs.48617.71. - YES Bank.,681418
"Dear Customer, 425710 is the otp to login to ICICI Bank Internet Banking. otps are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for otp.",425710
997376 OTP HDB OnTheGo activation.Do share OTP security reasons - HDB FINANCIAL SERVICES LIMITED,997376
<#> Your otp is:136657 at 10:56:53 AM on 16-01-2022 for Card Less Cash. DO NOT SHARE THE otp WITH ANYONE. BANK NEVER CALLS TO VERIFY otp -Karnataka Bank ologVzY+Y5V,136657
342806 is the code to authorize your transaction.,342806
Please enter 35225 to complete your authentication.,35225
Your one-time password (OTP) is 853308. Valid for 10 minutes.,853308
213146 is your verification number for access.,213146
Your OTP is 7037. A/c XXXXXX1060. Total bal:Rs.10845.61. Card 8132.,7037
161744 Amazon OTP. share anyone.,161744
Your InFina Mobile OTP Code Is 3116 Please Do Not Share With Anyone.,3116
"Badal, have you seen a better deal than this?
Shop 1 Item @ Rs.699 & get 2nd Item FREE
Free Shipping @ Myntra Diwali Sale
http://smsd.in/br0dPTP8u",nan
Google OTP: G-317142. Do not share it with anyone.,317142
934976 Mitra verification code. Please don't share.,934976
Your secure login OTP is 363-291. Keep it confidential.,363291
965188 ur OTP setting MPIN ur a/c. Valid 10 mins. DONT SHARE anyone.,965188
572772 Mitra verification code. Please share anyone. jOvA6R6oOI,572772
PhonePe security code: 993391. This OTP is valid for 5 minutes.,993391
Your ICICI Bank OTP is 183790. Do not share it with anyone.,183790
Your one-time password (OTP) is 994478. Valid for 10 minutes.,994478
793684 is the code to authorize your transaction.,793684
443559 OTP creating Ajio account. used valid 10 mins. iIRPCDc2lIh,443559
"Dear customer, your otp to login is 993140, do not share this with anyone. No Bajaj Finserv employee will call and ask for your otp.@www.bajajfinserv.in #993140",993140
4442 Navi OTP. valid 10 minutes. share OTP anyone.,4442
Use 160961 to verify your transaction on Flipkart.,160961
"361394 is your one time password and it is valid for the next 15 mins. Please do not share this otp with anyone. Thank you, redBus. @m.redbus.in #361394",361394
322077 OTP setting MPIN ur a/c. Valid 10 mins. DONT SHARE anyone. - SBI,322077
Total bal:Rs.13927.87. - INDIAN BANK. A/c XXXX8268. Your OTP is 1470.,1470
859130 - confirmation code for secure access.,859130
7037 is your OTP. Do not share. Card XX6001 txn Rs.36107.38 at s Vijaywada.,7037
681714 - confirmation code for secure access.,681714
Authentication code: 143723. Keep it safe.,143723
Your one-time password (OTP) is 719008. Valid for 10 minutes.,719008
Enter 248678 OTP to verify your account,248678
"Hi, your verification PIN is 656725.",656725
"Ecom Express Executive 08046809000 PIN 95734 will deliver your Flipkart order 8694021098. Pay Rs 129.0(CASH,UPI,Payment Link). Code to refuse is 669228",669228
530208 - confirmation code for secure access.,530208
689428 - confirmation code for secure access.,689428
Use G-890439 as your verification code for Google.,890439
937732 Flipkart code valid 10 minutes. share OTP anyone. 323964,937732
425252 is the code to authorize your transaction.,425252
567473 OTP logging Jump2Learn. share anyone. details Click-,567473
